,muh,mux,success_rate
900,1.7,3.3,0.518
901,1.7,3.4,0.534
902,1.7,3.5,0.444
903,1.7,3.6,0.43
904,1.7,3.7,0.402
905,1.7,3.8,0.328
906,1.7,3.9,0.308
907,1.7,4.0,0.328
908,1.7,4.1,0.252
909,1.7,4.2,0.25
910,1.7,4.3,0.21
911,1.7,4.4,0.216
912,1.7,4.5,0.172
913,1.7,4.6,0.196
914,1.7,4.7,0.192
915,1.7,4.8,0.164
916,1.7,4.9,0.138
917,1.7,5.0,0.152
918,1.8,0.0,0.748
919,1.8,0.1,0.806
920,1.8,0.2,0.766
921,1.8,0.3,0.752
922,1.8,0.4,0.792
923,1.8,0.5,0.768
924,1.8,0.6,0.754
925,1.8,0.7,0.794
926,1.8,0.8,0.786
927,1.8,0.9,0.748
928,1.8,1.0,0.77
929,1.8,1.1,0.764
930,1.8,1.2,0.784
931,1.8,1.3,0.742
932,1.8,1.4,0.76
933,1.8,1.5,0.77
934,1.8,1.6,0.756
935,1.8,1.7,0.762
936,1.8,1.8,0.782
937,1.8,1.9,0.812
938,1.8,2.0,0.774
939,1.8,2.1,0.764
940,1.8,2.2,0.716
941,1.8,2.3,0.73
942,1.8,2.4,0.714
943,1.8,2.5,0.68
944,1.8,2.6,0.694
945,1.8,2.7,0.672
946,1.8,2.8,0.744
947,1.8,2.9,0.732
948,1.8,3.0,0.728
949,1.8,3.1,0.682
950,1.8,3.2,0.632
951,1.8,3.3,0.606
952,1.8,3.4,0.52
953,1.8,3.5,0.49
954,1.8,3.6,0.476
955,1.8,3.7,0.416
956,1.8,3.8,0.372
957,1.8,3.9,0.35
958,1.8,4.0,0.308
959,1.8,4.1,0.278
960,1.8,4.2,0.252
961,1.8,4.3,0.244
962,1.8,4.4,0.242
963,1.8,4.5,0.218
964,1.8,4.6,0.204
965,1.8,4.7,0.196
966,1.8,4.8,0.172
967,1.8,4.9,0.118
968,1.8,5.0,0.176
969,1.9,0.0,0.792
970,1.9,0.1,0.808
971,1.9,0.2,0.796
972,1.9,0.3,0.798
973,1.9,0.4,0.768
974,1.9,0.5,0.76
975,1.9,0.6,0.776
976,1.9,0.7,0.786
977,1.9,0.8,0.776
978,1.9,0.9,0.828
979,1.9,1.0,0.762
980,1.9,1.1,0.77
981,1.9,1.2,0.772
982,1.9,1.3,0.74
983,1.9,1.4,0.77
984,1.9,1.5,0.706
985,1.9,1.6,0.77
986,1.9,1.7,0.736
987,1.9,1.8,0.778
988,1.9,1.9,0.802
989,1.9,2.0,0.802
990,1.9,2.1,0.79
991,1.9,2.2,0.754
992,1.9,2.3,0.766
993,1.9,2.4,0.738
994,1.9,2.5,0.694
995,1.9,2.6,0.658
996,1.9,2.7,0.734
997,1.9,2.8,0.724
998,1.9,2.9,0.73
999,1.9,3.0,0.734
1000,1.9,3.1,0.722
1001,1.9,3.2,0.69
1002,1.9,3.3,0.636
1003,1.9,3.4,0.648
1004,1.9,3.5,0.554
1005,1.9,3.6,0.512
1006,1.9,3.7,0.45
1007,1.9,3.8,0.386
1008,1.9,3.9,0.4
1009,1.9,4.0,0.36
1010,1.9,4.1,0.278
1011,1.9,4.2,0.294
1012,1.9,4.3,0.294
1013,1.9,4.4,0.274
1014,1.9,4.5,0.218
1015,1.9,4.6,0.216
1016,1.9,4.7,0.202
1017,1.9,4.8,0.166
1018,1.9,4.9,0.172
1019,1.9,5.0,0.166
1020,2.0,0.0,0.734
1021,2.0,0.1,0.77
1022,2.0,0.2,0.774
1023,2.0,0.3,0.792
1024,2.0,0.4,0.776
1025,2.0,0.5,0.756
1026,2.0,0.6,0.784
1027,2.0,0.7,0.82
1028,2.0,0.8,0.786
1029,2.0,0.9,0.752
1030,2.0,1.0,0.788
1031,2.0,1.1,0.786
1032,2.0,1.2,0.778
1033,2.0,1.3,0.78
1034,2.0,1.4,0.738
1035,2.0,1.5,0.762
1036,2.0,1.6,0.762
1037,2.0,1.7,0.736
1038,2.0,1.8,0.762
1039,2.0,1.9,0.766
1040,2.0,2.0,0.77
1041,2.0,2.1,0.786
1042,2.0,2.2,0.792
1043,2.0,2.3,0.754
1044,2.0,2.4,0.714
1045,2.0,2.5,0.712
1046,2.0,2.6,0.734
1047,2.0,2.7,0.71
1048,2.0,2.8,0.726
1049,2.0,2.9,0.722
1050,2.0,3.0,0.734
1051,2.0,3.1,0.772
1052,2.0,3.2,0.73
1053,2.0,3.3,0.684
1054,2.0,3.4,0.628
1055,2.0,3.5,0.602
1056,2.0,3.6,0.524
1057,2.0,3.7,0.492
1058,2.0,3.8,0.496
1059,2.0,3.9,0.406
1060,2.0,4.0,0.382
1061,2.0,4.1,0.368
1062,2.0,4.2,0.322
1063,2.0,4.3,0.294
1064,2.0,4.4,0.272
1065,2.0,4.5,0.224
1066,2.0,4.6,0.232
1067,2.0,4.7,0.208
1068,2.0,4.8,0.188
1069,2.0,4.9,0.186
1070,2.0,5.0,0.184
1071,2.1,0.0,0.782
1072,2.1,0.1,0.772
1073,2.1,0.2,0.778
1074,2.1,0.3,0.78
1075,2.1,0.4,0.774
1076,2.1,0.5,0.774
1077,2.1,0.6,0.774
1078,2.1,0.7,0.8
1079,2.1,0.8,0.778
1080,2.1,0.9,0.772
1081,2.1,1.0,0.782
1082,2.1,1.1,0.766
1083,2.1,1.2,0.8
1084,2.1,1.3,0.79
1085,2.1,1.4,0.76
1086,2.1,1.5,0.734
1087,2.1,1.6,0.734
1088,2.1,1.7,0.746
1089,2.1,1.8,0.77
1090,2.1,1.9,0.786
1091,2.1,2.0,0.762
1092,2.1,2.1,0.766
1093,2.1,2.2,0.762
1094,2.1,2.3,0.758
1095,2.1,2.4,0.774
1096,2.1,2.5,0.724
1097,2.1,2.6,0.738
1098,2.1,2.7,0.73
1099,2.1,2.8,0.698
1100,2.1,2.9,0.706
1101,2.1,3.0,0.762
1102,2.1,3.1,0.734
1103,2.1,3.2,0.742
1104,2.1,3.3,0.768
1105,2.1,3.4,0.684
1106,2.1,3.5,0.632
1107,2.1,3.6,0.614
1108,2.1,3.7,0.57
1109,2.1,3.8,0.502
1110,2.1,3.9,0.47
1111,2.1,4.0,0.398
1112,2.1,4.1,0.352
1113,2.1,4.2,0.334
1114,2.1,4.3,0.324
1115,2.1,4.4,0.29
1116,2.1,4.5,0.286
1117,2.1,4.6,0.252
1118,2.1,4.7,0.216
1119,2.1,4.8,0.186
1120,2.1,4.9,0.198
1121,2.1,5.0,0.186
1122,2.2,0.0,0.762
1123,2.2,0.1,0.78
1124,2.2,0.2,0.772
1125,2.2,0.3,0.742
1126,2.2,0.4,0.748
1127,2.2,0.5,0.778
1128,2.2,0.6,0.78
1129,2.2,0.7,0.766
1130,2.2,0.8,0.808
1131,2.2,0.9,0.778
1132,2.2,1.0,0.77
1133,2.2,1.1,0.752
1134,2.2,1.2,0.776
1135,2.2,1.3,0.766
1136,2.2,1.4,0.784
1137,2.2,1.5,0.774
1138,2.2,1.6,0.756
1139,2.2,1.7,0.742
1140,2.2,1.8,0.776
1141,2.2,1.9,0.786
1142,2.2,2.0,0.774
1143,2.2,2.1,0.788
1144,2.2,2.2,0.794
1145,2.2,2.3,0.792
1146,2.2,2.4,0.796
1147,2.2,2.5,0.738
1148,2.2,2.6,0.716
1149,2.2,2.7,0.732
1150,2.2,2.8,0.72
1151,2.2,2.9,0.708
1152,2.2,3.0,0.714
1153,2.2,3.1,0.712
1154,2.2,3.2,0.728
1155,2.2,3.3,0.732
1156,2.2,3.4,0.71
1157,2.2,3.5,0.712
1158,2.2,3.6,0.652
1159,2.2,3.7,0.6
1160,2.2,3.8,0.566
1161,2.2,3.9,0.518
1162,2.2,4.0,0.466
1163,2.2,4.1,0.404
1164,2.2,4.2,0.372
1165,2.2,4.3,0.322
1166,2.2,4.4,0.296
1167,2.2,4.5,0.278
1168,2.2,4.6,0.276
1169,2.2,4.7,0.244
1170,2.2,4.8,0.256
1171,2.2,4.9,0.192
1172,2.2,5.0,0.186
1173,2.3,0.0,0.754
1174,2.3,0.1,0.782
1175,2.3,0.2,0.762
1176,2.3,0.3,0.738
1177,2.3,0.4,0.762
1178,2.3,0.5,0.774
1179,2.3,0.6,0.8
1180,2.3,0.7,0.762
1181,2.3,0.8,0.76
1182,2.3,0.9,0.774
1183,2.3,1.0,0.79
1184,2.3,1.1,0.784
1185,2.3,1.2,0.76
1186,2.3,1.3,0.76
1187,2.3,1.4,0.77
1188,2.3,1.5,0.788
1189,2.3,1.6,0.766
1190,2.3,1.7,0.766
1191,2.3,1.8,0.758
1192,2.3,1.9,0.766
1193,2.3,2.0,0.772
1194,2.3,2.1,0.794
1195,2.3,2.2,0.772
1196,2.3,2.3,0.78
1197,2.3,2.4,0.79
1198,2.3,2.5,0.768
1199,2.3,2.6,0.74
1200,2.3,2.7,0.732
1201,2.3,2.8,0.676
1202,2.3,2.9,0.712
1203,2.3,3.0,0.712
1204,2.3,3.1,0.706
1205,2.3,3.2,0.696
1206,2.3,3.3,0.752
1207,2.3,3.4,0.746
1208,2.3,3.5,0.69
1209,2.3,3.6,0.678
1210,2.3,3.7,0.644
1211,2.3,3.8,0.578
1212,2.3,3.9,0.562
1213,2.3,4.0,0.504
1214,2.3,4.1,0.46
1215,2.3,4.2,0.434
1216,2.3,4.3,0.364
1217,2.3,4.4,0.392
1218,2.3,4.5,0.314
1219,2.3,4.6,0.28
1220,2.3,4.7,0.278
1221,2.3,4.8,0.214
1222,2.3,4.9,0.214
1223,2.3,5.0,0.226
1224,2.4,0.0,0.758
1225,2.4,0.1,0.768
1226,2.4,0.2,0.768
1227,2.4,0.3,0.794
1228,2.4,0.4,0.762
1229,2.4,0.5,0.778
1230,2.4,0.6,0.774
1231,2.4,0.7,0.762
1232,2.4,0.8,0.772
1233,2.4,0.9,0.748
1234,2.4,1.0,0.774
1235,2.4,1.1,0.754
1236,2.4,1.2,0.786
1237,2.4,1.3,0.796
1238,2.4,1.4,0.8
1239,2.4,1.5,0.784
1240,2.4,1.6,0.768
1241,2.4,1.7,0.758
1242,2.4,1.8,0.768
1243,2.4,1.9,0.776
1244,2.4,2.0,0.748
1245,2.4,2.1,0.75
1246,2.4,2.2,0.778
1247,2.4,2.3,0.742
1248,2.4,2.4,0.772
1249,2.4,2.5,0.776
1250,2.4,2.6,0.774
1251,2.4,2.7,0.794
1252,2.4,2.8,0.73
1253,2.4,2.9,0.738
1254,2.4,3.0,0.696
1255,2.4,3.1,0.696
1256,2.4,3.2,0.702
1257,2.4,3.3,0.7
1258,2.4,3.4,0.744
1259,2.4,3.5,0.726
1260,2.4,3.6,0.722
1261,2.4,3.7,0.688
1262,2.4,3.8,0.616
1263,2.4,3.9,0.634
1264,2.4,4.0,0.542
1265,2.4,4.1,0.496
1266,2.4,4.2,0.504
1267,2.4,4.3,0.402
1268,2.4,4.4,0.388
1269,2.4,4.5,0.364
1270,2.4,4.6,0.29
1271,2.4,4.7,0.288
1272,2.4,4.8,0.248
1273,2.4,4.9,0.31
1274,2.4,5.0,0.22
1275,2.5,0.0,0.738
1276,2.5,0.1,0.76
1277,2.5,0.2,0.766
1278,2.5,0.3,0.744
1279,2.5,0.4,0.752
1280,2.5,0.5,0.728
1281,2.5,0.6,0.752
1282,2.5,0.7,0.782
1283,2.5,0.8,0.742
1284,2.5,0.9,0.78
1285,2.5,1.0,0.782
1286,2.5,1.1,0.814
1287,2.5,1.2,0.786
1288,2.5,1.3,0.788
1289,2.5,1.4,0.79
1290,2.5,1.5,0.81
1291,2.5,1.6,0.79
1292,2.5,1.7,0.77
1293,2.5,1.8,0.77
1294,2.5,1.9,0.75
1295,2.5,2.0,0.778
1296,2.5,2.1,0.772
1297,2.5,2.2,0.752
1298,2.5,2.3,0.768
1299,2.5,2.4,0.8
1300,2.5,2.5,0.778
1301,2.5,2.6,0.79
1302,2.5,2.7,0.776
1303,2.5,2.8,0.782
1304,2.5,2.9,0.782
1305,2.5,3.0,0.718
1306,2.5,3.1,0.67
1307,2.5,3.2,0.73
1308,2.5,3.3,0.668
1309,2.5,3.4,0.74
1310,2.5,3.5,0.672
1311,2.5,3.6,0.752
1312,2.5,3.7,0.722
1313,2.5,3.8,0.714
1314,2.5,3.9,0.678
1315,2.5,4.0,0.604
1316,2.5,4.1,0.562
1317,2.5,4.2,0.494
1318,2.5,4.3,0.5
1319,2.5,4.4,0.436
1320,2.5,4.5,0.382
1321,2.5,4.6,0.34
1322,2.5,4.7,0.34
1323,2.5,4.8,0.276
1324,2.5,4.9,0.236
1325,2.5,5.0,0.246
1326,2.6,0.0,0.732
1327,2.6,0.1,0.782
1328,2.6,0.2,0.748
1329,2.6,0.3,0.792
1330,2.6,0.4,0.758
1331,2.6,0.5,0.732
1332,2.6,0.6,0.77
1333,2.6,0.7,0.754
1334,2.6,0.8,0.764
1335,2.6,0.9,0.814
1336,2.6,1.0,0.774
1337,2.6,1.1,0.74
1338,2.6,1.2,0.81
1339,2.6,1.3,0.766
1340,2.6,1.4,0.774
1341,2.6,1.5,0.792
1342,2.6,1.6,0.774
1343,2.6,1.7,0.776
1344,2.6,1.8,0.798
1345,2.6,1.9,0.768
1346,2.6,2.0,0.748
1347,2.6,2.1,0.76
1348,2.6,2.2,0.79
1349,2.6,2.3,0.738
1350,2.6,2.4,0.776
1351,2.6,2.5,0.788
1352,2.6,2.6,0.768
1353,2.6,2.7,0.758
1354,2.6,2.8,0.754
1355,2.6,2.9,0.74
1356,2.6,3.0,0.738
1357,2.6,3.1,0.728
1358,2.6,3.2,0.672
1359,2.6,3.3,0.706
1360,2.6,3.4,0.71
1361,2.6,3.5,0.72
1362,2.6,3.6,0.724
1363,2.6,3.7,0.71
1364,2.6,3.8,0.742
1365,2.6,3.9,0.688
1366,2.6,4.0,0.638
1367,2.6,4.1,0.582
1368,2.6,4.2,0.556
1369,2.6,4.3,0.536
1370,2.6,4.4,0.482
1371,2.6,4.5,0.426
1372,2.6,4.6,0.398
1373,2.6,4.7,0.36
1374,2.6,4.8,0.298
1375,2.6,4.9,0.312
1376,2.6,5.0,0.282
1377,2.7,0.0,0.776
1378,2.7,0.1,0.814
1379,2.7,0.2,0.78
1380,2.7,0.3,0.754
1381,2.7,0.4,0.77
1382,2.7,0.5,0.776
1383,2.7,0.6,0.766
1384,2.7,0.7,0.742
1385,2.7,0.8,0.766
1386,2.7,0.9,0.784
1387,2.7,1.0,0.78
1388,2.7,1.1,0.788
1389,2.7,1.2,0.802
1390,2.7,1.3,0.788
1391,2.7,1.4,0.782
1392,2.7,1.5,0.802
1393,2.7,1.6,0.798
1394,2.7,1.7,0.756
1395,2.7,1.8,0.762
1396,2.7,1.9,0.772
1397,2.7,2.0,0.756
1398,2.7,2.1,0.74
1399,2.7,2.2,0.748
1400,2.7,2.3,0.774
1401,2.7,2.4,0.804
1402,2.7,2.5,0.778
1403,2.7,2.6,0.768
1404,2.7,2.7,0.786
1405,2.7,2.8,0.77
1406,2.7,2.9,0.758
1407,2.7,3.0,0.78
1408,2.7,3.1,0.732
1409,2.7,3.2,0.706
1410,2.7,3.3,0.696
1411,2.7,3.4,0.688
1412,2.7,3.5,0.73
1413,2.7,3.6,0.696
1414,2.7,3.7,0.748
1415,2.7,3.8,0.708
1416,2.7,3.9,0.744
1417,2.7,4.0,0.68
1418,2.7,4.1,0.636
1419,2.7,4.2,0.598
1420,2.7,4.3,0.564
1421,2.7,4.4,0.452
1422,2.7,4.5,0.462
1423,2.7,4.6,0.42
1424,2.7,4.7,0.368
1425,2.7,4.8,0.322
1426,2.7,4.9,0.338
1427,2.7,5.0,0.292
1428,2.8,0.0,0.758
1429,2.8,0.1,0.762
1430,2.8,0.2,0.75
1431,2.8,0.3,0.758
1432,2.8,0.4,0.778
1433,2.8,0.5,0.748
1434,2.8,0.6,0.788
1435,2.8,0.7,0.794
1436,2.8,0.8,0.796
1437,2.8,0.9,0.774
1438,2.8,1.0,0.734
1439,2.8,1.1,0.764
1440,2.8,1.2,0.762
1441,2.8,1.3,0.812
1442,2.8,1.4,0.762
1443,2.8,1.5,0.758
1444,2.8,1.6,0.744
1445,2.8,1.7,0.76
1446,2.8,1.8,0.772
1447,2.8,1.9,0.816
1448,2.8,2.0,0.746
1449,2.8,2.1,0.738
1450,2.8,2.2,0.788
1451,2.8,2.3,0.774
1452,2.8,2.4,0.788
1453,2.8,2.5,0.76
1454,2.8,2.6,0.764
1455,2.8,2.7,0.782
1456,2.8,2.8,0.772
1457,2.8,2.9,0.766
1458,2.8,3.0,0.772
1459,2.8,3.1,0.758
1460,2.8,3.2,0.726
1461,2.8,3.3,0.722
1462,2.8,3.4,0.696
1463,2.8,3.5,0.686
1464,2.8,3.6,0.722
1465,2.8,3.7,0.722
1466,2.8,3.8,0.738
1467,2.8,3.9,0.768
1468,2.8,4.0,0.716
1469,2.8,4.1,0.696
1470,2.8,4.2,0.634
1471,2.8,4.3,0.596
1472,2.8,4.4,0.59
1473,2.8,4.5,0.48
1474,2.8,4.6,0.442
1475,2.8,4.7,0.414
1476,2.8,4.8,0.358
1477,2.8,4.9,0.35
1478,2.8,5.0,0.25
1479,2.9,0.0,0.75
1480,2.9,0.1,0.762
1481,2.9,0.2,0.762
1482,2.9,0.3,0.786
1483,2.9,0.4,0.772
1484,2.9,0.5,0.766
1485,2.9,0.6,0.758
1486,2.9,0.7,0.798
1487,2.9,0.8,0.752
1488,2.9,0.9,0.792
1489,2.9,1.0,0.762
1490,2.9,1.1,0.716
1491,2.9,1.2,0.764
1492,2.9,1.3,0.792
1493,2.9,1.4,0.764
1494,2.9,1.5,0.806
1495,2.9,1.6,0.784
1496,2.9,1.7,0.81
1497,2.9,1.8,0.782
1498,2.9,1.9,0.756
1499,2.9,2.0,0.748
1500,2.9,2.1,0.778
1501,2.9,2.2,0.762
1502,2.9,2.3,0.77
1503,2.9,2.4,0.746
1504,2.9,2.5,0.74
1505,2.9,2.6,0.756
1506,2.9,2.7,0.788
1507,2.9,2.8,0.806
1508,2.9,2.9,0.756
1509,2.9,3.0,0.77
1510,2.9,3.1,0.774
1511,2.9,3.2,0.738
1512,2.9,3.3,0.762
1513,2.9,3.4,0.726
1514,2.9,3.5,0.69
1515,2.9,3.6,0.702
1516,2.9,3.7,0.662
1517,2.9,3.8,0.694
1518,2.9,3.9,0.694
1519,2.9,4.0,0.724
1520,2.9,4.1,0.742
1521,2.9,4.2,0.696
1522,2.9,4.3,0.628
1523,2.9,4.4,0.62
1524,2.9,4.5,0.578
1525,2.9,4.6,0.536
1526,2.9,4.7,0.462
1527,2.9,4.8,0.424
1528,2.9,4.9,0.344
1529,2.9,5.0,0.316
1530,3.0,0.0,0.73
1531,3.0,0.1,0.752
1532,3.0,0.2,0.764
1533,3.0,0.3,0.724
1534,3.0,0.4,0.778
1535,3.0,0.5,0.744
1536,3.0,0.6,0.762
1537,3.0,0.7,0.722
1538,3.0,0.8,0.75
1539,3.0,0.9,0.804
1540,3.0,1.0,0.758
1541,3.0,1.1,0.756
1542,3.0,1.2,0.786
1543,3.0,1.3,0.74
1544,3.0,1.4,0.792
1545,3.0,1.5,0.76
1546,3.0,1.6,0.778
1547,3.0,1.7,0.766
1548,3.0,1.8,0.758
1549,3.0,1.9,0.84
1550,3.0,2.0,0.77
1551,3.0,2.1,0.792
1552,3.0,2.2,0.78
1553,3.0,2.3,0.778
1554,3.0,2.4,0.752
1555,3.0,2.5,0.778
1556,3.0,2.6,0.778
1557,3.0,2.7,0.812
1558,3.0,2.8,0.776
1559,3.0,2.9,0.758
1560,3.0,3.0,0.772
1561,3.0,3.1,0.768
1562,3.0,3.2,0.766
1563,3.0,3.3,0.772
1564,3.0,3.4,0.716
1565,3.0,3.5,0.746
1566,3.0,3.6,0.734
1567,3.0,3.7,0.706
1568,3.0,3.8,0.704
1569,3.0,3.9,0.728
1570,3.0,4.0,0.738
1571,3.0,4.1,0.684
1572,3.0,4.2,0.718
1573,3.0,4.3,0.672
1574,3.0,4.4,0.656
1575,3.0,4.5,0.618
1576,3.0,4.6,0.556
1577,3.0,4.7,0.54
1578,3.0,4.8,0.462
1579,3.0,4.9,0.44
1580,3.0,5.0,0.354
1581,3.1,0.0,0.752
1582,3.1,0.1,0.766
1583,3.1,0.2,0.746
1584,3.1,0.3,0.756
1585,3.1,0.4,0.754
1586,3.1,0.5,0.756
1587,3.1,0.6,0.746
1588,3.1,0.7,0.744
1589,3.1,0.8,0.78
1590,3.1,0.9,0.77
1591,3.1,1.0,0.748
1592,3.1,1.1,0.788
1593,3.1,1.2,0.82
1594,3.1,1.3,0.768
1595,3.1,1.4,0.806
1596,3.1,1.5,0.788
1597,3.1,1.6,0.78
1598,3.1,1.7,0.772
1599,3.1,1.8,0.77
1600,3.1,1.9,0.746
1601,3.1,2.0,0.776
1602,3.1,2.1,0.786
1603,3.1,2.2,0.772
1604,3.1,2.3,0.782
1605,3.1,2.4,0.736
1606,3.1,2.5,0.776
1607,3.1,2.6,0.748
1608,3.1,2.7,0.778
1609,3.1,2.8,0.762
1610,3.1,2.9,0.792
1611,3.1,3.0,0.754
1612,3.1,3.1,0.746
1613,3.1,3.2,0.796
1614,3.1,3.3,0.782
1615,3.1,3.4,0.73
1616,3.1,3.5,0.708
1617,3.1,3.6,0.73
1618,3.1,3.7,0.702
1619,3.1,3.8,0.686
1620,3.1,3.9,0.692
1621,3.1,4.0,0.73
1622,3.1,4.1,0.738
1623,3.1,4.2,0.754
1624,3.1,4.3,0.746
1625,3.1,4.4,0.724
1626,3.1,4.5,0.634
1627,3.1,4.6,0.636
1628,3.1,4.7,0.562
1629,3.1,4.8,0.488
1630,3.1,4.9,0.484
1631,3.1,5.0,0.404
1632,3.2,0.0,0.746
1633,3.2,0.1,0.75
1634,3.2,0.2,0.754
1635,3.2,0.3,0.74
1636,3.2,0.4,0.77
1637,3.2,0.5,0.762
1638,3.2,0.6,0.78
1639,3.2,0.7,0.73
1640,3.2,0.8,0.776
1641,3.2,0.9,0.764
1642,3.2,1.0,0.782
1643,3.2,1.1,0.784
1644,3.2,1.2,0.742
1645,3.2,1.3,0.792
1646,3.2,1.4,0.776
1647,3.2,1.5,0.766
1648,3.2,1.6,0.77
1649,3.2,1.7,0.83
1650,3.2,1.8,0.79
1651,3.2,1.9,0.79
1652,3.2,2.0,0.748
1653,3.2,2.1,0.78
1654,3.2,2.2,0.786
1655,3.2,2.3,0.812
1656,3.2,2.4,0.782
1657,3.2,2.5,0.792
1658,3.2,2.6,0.792
1659,3.2,2.7,0.766
1660,3.2,2.8,0.762
1661,3.2,2.9,0.796
1662,3.2,3.0,0.744
1663,3.2,3.1,0.792
1664,3.2,3.2,0.794
1665,3.2,3.3,0.776
1666,3.2,3.4,0.776
1667,3.2,3.5,0.78
1668,3.2,3.6,0.686
1669,3.2,3.7,0.748
1670,3.2,3.8,0.7
1671,3.2,3.9,0.728
1672,3.2,4.0,0.712
1673,3.2,4.1,0.696
1674,3.2,4.2,0.734
1675,3.2,4.3,0.744
1676,3.2,4.4,0.734
1677,3.2,4.5,0.648
1678,3.2,4.6,0.654
1679,3.2,4.7,0.612
1680,3.2,4.8,0.574
1681,3.2,4.9,0.492
1682,3.2,5.0,0.422
1683,3.3,0.0,0.686
1684,3.3,0.1,0.732
1685,3.3,0.2,0.724
1686,3.3,0.3,0.77
1687,3.3,0.4,0.78
1688,3.3,0.5,0.758
1689,3.3,0.6,0.786
1690,3.3,0.7,0.788
1691,3.3,0.8,0.732
1692,3.3,0.9,0.784
1693,3.3,1.0,0.768
1694,3.3,1.1,0.756
1695,3.3,1.2,0.782
1696,3.3,1.3,0.768
1697,3.3,1.4,0.752
1698,3.3,1.5,0.83
1699,3.3,1.6,0.774
1700,3.3,1.7,0.794
1701,3.3,1.8,0.76
1702,3.3,1.9,0.788
1703,3.3,2.0,0.75
1704,3.3,2.1,0.768
1705,3.3,2.2,0.772
1706,3.3,2.3,0.754
1707,3.3,2.4,0.79
1708,3.3,2.5,0.784
1709,3.3,2.6,0.774
1710,3.3,2.7,0.762
1711,3.3,2.8,0.786
1712,3.3,2.9,0.77
1713,3.3,3.0,0.74
1714,3.3,3.1,0.774
1715,3.3,3.2,0.766
1716,3.3,3.3,0.77
1717,3.3,3.4,0.784
1718,3.3,3.5,0.768
1719,3.3,3.6,0.73
1720,3.3,3.7,0.752
1721,3.3,3.8,0.736
1722,3.3,3.9,0.738
1723,3.3,4.0,0.67
1724,3.3,4.1,0.72
1725,3.3,4.2,0.674
1726,3.3,4.3,0.782
1727,3.3,4.4,0.72
1728,3.3,4.5,0.692
1729,3.3,4.6,0.71
1730,3.3,4.7,0.626
1731,3.3,4.8,0.582
1732,3.3,4.9,0.562
1733,3.3,5.0,0.512
1734,3.4,0.0,0.672
1735,3.4,0.1,0.704
1736,3.4,0.2,0.748
1737,3.4,0.3,0.732
1738,3.4,0.4,0.724
1739,3.4,0.5,0.744
1740,3.4,0.6,0.786
1741,3.4,0.7,0.748
1742,3.4,0.8,0.75
1743,3.4,0.9,0.746
1744,3.4,1.0,0.78
1745,3.4,1.1,0.782
1746,3.4,1.2,0.78
1747,3.4,1.3,0.76
1748,3.4,1.4,0.764
1749,3.4,1.5,0.782
1750,3.4,1.6,0.736
1751,3.4,1.7,0.788
